,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:05:00,-13.88888888888889,3.1777777777777776,-3.3555555555555556,-4.488888888888889,-0.7333333333333333,8.8,-1.2,3.422222222222222,11.977777777777778,8.777777777777779,2.911111111111111,6.644444444444445
2020-09-23 16:06:00,-13.733333333333333,3.1333333333333333,-3.2888888888888888,-4.511111111111111,-0.6,8.777777777777779,-1.3555555555555556,3.4,12.044444444444444,8.488888888888889,3.0,6.666666666666667
2020-09-23 16:07:00,-13.6,3.111111111111111,-3.2222222222222223,-4.533333333333333,-0.4444444444444444,8.777777777777779,-1.5333333333333334,3.4,12.088888888888889,8.244444444444444,3.1333333333333333,6.688888888888889
2020-09-23 16:08:00,-13.444444444444445,3.1333333333333333,-3.1555555555555554,-4.511111111111111,-0.3333333333333333,8.755555555555556,-1.6888888888888889,3.422222222222222,12.155555555555555,8.0,3.311111111111111,6.7555555555555555
2020-09-23 16:09:00,-13.333333333333334,3.1333333333333333,-3.088888888888889,-4.488888888888889,-0.24444444444444444,8.733333333333333,-1.8222222222222222,3.488888888888889,12.244444444444444,7.711111111111111,3.488888888888889,6.822222222222222
2020-09-23 16:10:00,-13.222222222222221,3.1333333333333333,-2.977777777777778,-4.488888888888889,-0.17777777777777778,8.71111111111111,-1.9333333333333333,3.577777777777778,12.333333333333334,7.444444444444445,3.6666666666666665,6.911111111111111
2020-09-23 16:11:00,-13.11111111111111,3.1555555555555554,-2.8222222222222224,-4.466666666666667,-0.1111111111111111,8.688888888888888,-2.0444444444444443,3.688888888888889,12.444444444444445,7.177777777777778,3.8444444444444446,6.955555555555556
2020-09-23 16:12:00,-13.022222222222222,3.1777777777777776,-2.6666666666666665,-4.4222222222222225,-0.06666666666666667,8.644444444444444,-2.1555555555555554,3.8,12.555555555555555,6.866666666666666,4.0,7.0
2020-09-23 16:13:00,-12.911111111111111,3.2222222222222223,-2.466666666666667,-4.4,-0.06666666666666667,8.6,-2.2666666666666666,3.911111111111111,12.622222222222222,6.555555555555555,4.177777777777778,7.022222222222222
2020-09-23 16:14:00,-12.822222222222223,3.2888888888888888,-2.2222222222222223,-4.377777777777778,-0.06666666666666667,8.555555555555555,-2.422222222222222,4.066666666666666,12.71111111111111,6.266666666666667,4.355555555555555,7.022222222222222
2020-09-23 16:15:00,-12.755555555555556,3.3777777777777778,-2.022222222222222,-4.333333333333333,-0.044444444444444446,8.555555555555555,-2.5555555555555554,4.222222222222222,12.822222222222223,5.977777777777778,4.555555555555555,7.022222222222222
2020-09-23 16:16:00,-12.666666666666666,3.4444444444444446,-1.8222222222222222,-4.2444444444444445,-0.022222222222222223,8.6,-2.7333333333333334,4.4,12.955555555555556,5.711111111111111,4.733333333333333,7.022222222222222
2020-09-23 16:17:00,-12.622222222222222,3.533333333333333,-1.6444444444444444,-4.2,-0.044444444444444446,8.644444444444444,-2.9555555555555557,4.622222222222222,13.133333333333333,5.444444444444445,4.911111111111111,7.0
2020-09-23 16:18:00,-12.577777777777778,3.6444444444444444,-1.511111111111111,-4.133333333333334,-0.06666666666666667,8.666666666666666,-3.1333333333333333,4.822222222222222,13.311111111111112,5.222222222222222,5.088888888888889,6.933333333333334
2020-09-23 16:19:00,-12.533333333333333,3.7111111111111112,-1.3777777777777778,-4.066666666666666,-0.044444444444444446,8.71111111111111,-3.3333333333333335,5.066666666666666,13.511111111111111,5.044444444444444,5.311111111111111,6.844444444444444
2020-09-23 16:20:00,-12.488888888888889,3.7555555555555555,-1.2444444444444445,-4.022222222222222,-0.022222222222222223,8.755555555555556,-3.5555555555555554,5.333333333333333,13.71111111111111,4.866666666666666,5.488888888888889,6.8
2020-09-23 16:21:00,-12.444444444444445,3.8222222222222224,-1.1555555555555554,-4.0,-0.044444444444444446,8.777777777777779,-3.8,5.644444444444445,13.911111111111111,4.711111111111111,5.644444444444445,6.733333333333333
2020-09-23 16:22:00,-12.4,3.8666666666666667,-1.0666666666666667,-3.977777777777778,-0.044444444444444446,8.755555555555556,-4.066666666666666,5.911111111111111,14.133333333333333,4.5777777777777775,5.844444444444444,6.644444444444445
2020-09-23 16:23:00,-12.355555555555556,3.911111111111111,-1.0222222222222221,-3.977777777777778,-0.022222222222222223,8.755555555555556,-4.333333333333333,6.155555555555556,14.377777777777778,4.488888888888889,6.0,6.555555555555555
2020-09-23 16:24:00,-12.311111111111112,3.9555555555555557,-0.9555555555555556,-3.933333333333333,-0.044444444444444446,8.733333333333333,-4.6,6.377777777777778,14.6,4.4222222222222225,6.111111111111111,6.4222222222222225
2020-09-23 16:25:00,-12.311111111111112,4.0,-0.8666666666666667,-3.8444444444444446,-0.08888888888888889,8.71111111111111,-4.866666666666666,6.5777777777777775,14.777777777777779,4.377777777777778,6.177777777777778,6.333333333333333
2020-09-23 16:26:00,-12.311111111111112,4.044444444444444,-0.7333333333333333,-3.7555555555555555,-0.13333333333333333,8.71111111111111,-5.088888888888889,6.7555555555555555,14.977777777777778,4.311111111111111,6.266666666666667,6.222222222222222
2020-09-23 16:27:00,-12.333333333333334,4.088888888888889,-0.6,-3.6666666666666665,-0.2,8.71111111111111,-5.266666666666667,6.955555555555556,15.222222222222221,4.222222222222222,6.377777777777778,6.088888888888889
2020-09-23 16:28:00,-12.355555555555556,4.111111111111111,-0.5111111111111111,-3.577777777777778,-0.26666666666666666,8.71111111111111,-5.444444444444445,7.155555555555556,15.466666666666667,4.111111111111111,6.488888888888889,6.0
2020-09-23 16:29:00,-12.422222222222222,4.088888888888889,-0.4666666666666667,-3.466666666666667,-0.35555555555555557,8.666666666666666,-5.6,7.333333333333333,15.733333333333333,3.977777777777778,6.6,5.911111111111111
2020-09-23 16:30:00,-12.444444444444445,4.066666666666666,-0.4222222222222222,-3.4,-0.4444444444444444,8.6,-5.777777777777778,7.511111111111111,16.022222222222222,3.8666666666666667,6.666666666666667,5.8
2020-09-23 16:31:00,-12.488888888888889,4.022222222222222,-0.4,-3.3333333333333335,-0.5555555555555556,8.533333333333333,-5.955555555555556,7.666666666666667,16.333333333333332,3.7333333333333334,6.7555555555555555,5.688888888888889
2020-09-23 16:32:00,-12.511111111111111,3.9555555555555557,-0.37777777777777777,-3.311111111111111,-0.6222222222222222,8.511111111111111,-6.155555555555556,7.844444444444444,16.622222222222224,3.6444444444444444,6.866666666666666,5.622222222222222
2020-09-23 16:33:00,-12.533333333333333,3.888888888888889,-0.37777777777777777,-3.2666666666666666,-0.7111111111111111,8.488888888888889,-6.333333333333333,8.022222222222222,16.91111111111111,3.533333333333333,7.0,5.533333333333333
2020-09-23 16:34:00,-12.6,3.8444444444444446,-0.4,-3.2222222222222223,-0.8222222222222222,8.466666666666667,-6.533333333333333,8.177777777777777,17.22222222222222,3.422222222222222,7.133333333333334,5.488888888888889
2020-09-23 16:35:00,-12.688888888888888,3.7777777777777777,-0.4222222222222222,-3.1777777777777776,-0.9777777777777777,8.466666666666667,-6.733333333333333,8.333333333333334,17.555555555555557,3.3555555555555556,7.311111111111111,5.466666666666667
2020-09-23 16:36:00,-12.733333333333333,3.7333333333333334,-0.4444444444444444,-3.088888888888889,-1.1333333333333333,8.444444444444445,-6.955555555555556,8.511111111111111,17.866666666666667,3.2888888888888888,7.488888888888889,5.444444444444445
2020-09-23 16:37:00,-12.8,3.7111111111111112,-0.4666666666666667,-3.0444444444444443,-1.288888888888889,8.4,-7.177777777777778,8.688888888888888,18.177777777777777,3.2,7.644444444444445,5.4222222222222225
2020-09-23 16:38:00,-12.866666666666667,3.6444444444444444,-0.5111111111111111,-3.0444444444444443,-1.488888888888889,8.377777777777778,-7.377777777777778,8.866666666666667,18.488888888888887,3.1333333333333333,7.7555555555555555,5.355555555555555
2020-09-23 16:39:00,-12.955555555555556,3.6,-0.5333333333333333,-3.022222222222222,-1.6666666666666667,8.355555555555556,-7.555555555555555,9.022222222222222,18.77777777777778,3.066666666666667,7.866666666666666,5.266666666666667
2020-09-23 16:40:00,-13.066666666666666,3.511111111111111,-0.6,-2.977777777777778,-1.8,8.355555555555556,-7.733333333333333,9.2,19.11111111111111,3.0,8.022222222222222,5.2
2020-09-23 16:41:00,-13.155555555555555,3.4444444444444446,-0.6888888888888889,-2.9555555555555557,-1.9111111111111112,8.311111111111112,-7.911111111111111,9.355555555555556,19.444444444444443,2.911111111111111,8.155555555555555,5.133333333333334
2020-09-23 16:42:00,-13.222222222222221,3.3555555555555556,-0.8,-2.911111111111111,-2.022222222222222,8.28888888888889,-8.133333333333333,9.533333333333333,19.755555555555556,2.8666666666666667,8.311111111111112,5.111111111111111
2020-09-23 16:43:00,-13.311111111111112,3.2666666666666666,-0.9111111111111111,-2.888888888888889,-2.1555555555555554,8.28888888888889,-8.355555555555556,9.71111111111111,20.022222222222222,2.8444444444444446,8.422222222222222,5.088888888888889
2020-09-23 16:44:00,-13.444444444444445,3.2,-1.0,-2.8222222222222224,-2.2444444444444445,8.244444444444444,-8.6,9.933333333333334,20.31111111111111,2.8666666666666667,8.488888888888889,5.022222222222222
2020-09-23 16:45:00,-13.533333333333333,3.1333333333333333,-1.0666666666666667,-2.7555555555555555,-2.2888888888888888,8.2,-8.822222222222223,10.11111111111111,20.555555555555557,2.8666666666666667,8.533333333333333,4.977777777777778
2020-09-23 16:46:00,-13.644444444444444,3.0444444444444443,-1.1555555555555554,-2.688888888888889,-2.311111111111111,8.2,-9.022222222222222,10.266666666666667,20.822222222222223,2.888888888888889,8.622222222222222,4.911111111111111
2020-09-23 16:47:00,-13.777777777777779,2.977777777777778,-1.2222222222222223,-2.6222222222222222,-2.3333333333333335,8.244444444444444,-9.177777777777777,10.444444444444445,21.044444444444444,2.933333333333333,8.733333333333333,4.888888888888889
2020-09-23 16:48:00,-13.933333333333334,2.933333333333333,-1.3111111111111111,-2.5555555555555554,-2.3777777777777778,8.28888888888889,-9.377777777777778,10.577777777777778,21.266666666666666,3.0,8.822222222222223,4.822222222222222
2020-09-23 16:49:00,-14.088888888888889,2.933333333333333,-1.3777777777777778,-2.488888888888889,-2.4444444444444446,8.355555555555556,-9.533333333333333,10.71111111111111,21.444444444444443,3.111111111111111,8.911111111111111,4.733333333333333
2020-09-23 16:50:00,-14.28888888888889,2.9555555555555557,-1.4222222222222223,-2.466666666666667,-2.511111111111111,8.377777777777778,-9.688888888888888,10.866666666666667,21.622222222222224,3.2444444444444445,8.955555555555556,4.688888888888889
2020-09-23 16:51:00,-14.533333333333333,2.9555555555555557,-1.488888888888889,-2.4,-2.577777777777778,8.4,-9.844444444444445,11.022222222222222,21.8,3.3555555555555556,9.0,4.6
2020-09-23 16:52:00,-14.777777777777779,2.933333333333333,-1.5333333333333334,-2.3555555555555556,-2.6222222222222222,8.377777777777778,-10.0,11.133333333333333,21.977777777777778,3.4444444444444446,9.0,4.488888888888889
2020-09-23 16:53:00,-15.044444444444444,2.911111111111111,-1.5777777777777777,-2.311111111111111,-2.6666666666666665,8.355555555555556,-10.155555555555555,11.244444444444444,22.133333333333333,3.577777777777778,8.955555555555556,4.333333333333333
2020-09-23 16:54:00,-15.311111111111112,2.888888888888889,-1.6444444444444444,-2.311111111111111,-2.7111111111111112,8.333333333333334,-10.355555555555556,11.311111111111112,22.266666666666666,3.7555555555555555,8.933333333333334,4.222222222222222
2020-09-23 16:55:00,-15.555555555555555,2.8222222222222224,-1.7333333333333334,-2.3333333333333335,-2.7333333333333334,8.355555555555556,-10.533333333333333,11.333333333333334,22.4,3.933333333333333,8.88888888888889,4.088888888888889
2020-09-23 16:56:00,-15.777777777777779,2.7333333333333334,-1.8444444444444446,-2.3777777777777778,-2.7777777777777777,8.422222222222222,-10.71111111111111,11.333333333333334,22.488888888888887,4.066666666666666,8.822222222222223,3.977777777777778
2020-09-23 16:57:00,-16.0,2.6444444444444444,-1.9555555555555555,-2.4444444444444446,-2.8444444444444446,8.511111111111111,-10.933333333333334,11.355555555555556,22.6,4.2,8.777777777777779,3.8222222222222224
2020-09-23 16:58:00,-16.22222222222222,2.511111111111111,-2.088888888888889,-2.488888888888889,-2.911111111111111,8.577777777777778,-11.133333333333333,11.355555555555556,22.733333333333334,4.333333333333333,8.733333333333333,3.7111111111111112
2020-09-23 16:59:00,-16.444444444444443,2.3333333333333335,-2.2444444444444445,-2.5555555555555554,-2.977777777777778,8.688888888888888,-11.311111111111112,11.311111111111112,22.866666666666667,4.444444444444445,8.666666666666666,3.6222222222222222
2020-09-23 17:00:00,-16.644444444444446,2.1777777777777776,-2.4,-2.6444444444444444,-3.066666666666667,8.755555555555556,-11.488888888888889,11.222222222222221,22.977777777777778,4.5777777777777775,8.622222222222222,3.5555555555555554
2020-09-23 17:01:00,-16.844444444444445,2.0444444444444443,-2.6,-2.7777777777777777,-3.2,8.777777777777779,-11.644444444444444,11.133333333333333,23.08888888888889,4.688888888888889,8.6,3.466666666666667
2020-09-23 17:02:00,-17.0,1.8666666666666667,-2.7777777777777777,-2.888888888888889,-3.3333333333333335,8.8,-11.777777777777779,11.022222222222222,23.155555555555555,4.7555555555555555,8.555555555555555,3.4
2020-09-23 17:03:00,-17.155555555555555,1.6888888888888889,-2.933333333333333,-3.0,-3.422222222222222,8.844444444444445,-11.955555555555556,10.933333333333334,23.244444444444444,4.822222222222222,8.466666666666667,3.3777777777777778
2020-09-23 17:04:00,-17.31111111111111,1.5555555555555556,-3.111111111111111,-3.066666666666667,-3.533333333333333,8.911111111111111,-12.088888888888889,10.844444444444445,23.288888888888888,4.866666666666666,8.377777777777778,3.3777777777777778
2020-09-23 17:05:00,-17.488888888888887,1.4444444444444444,-3.2666666666666666,-3.111111111111111,-3.6444444444444444,9.0,-12.222222222222221,10.777777777777779,23.377777777777776,4.955555555555556,8.333333333333334,3.3333333333333335
2020-09-23 17:06:00,-17.644444444444446,1.3333333333333333,-3.422222222222222,-3.1777777777777776,-3.7555555555555555,9.088888888888889,-12.333333333333334,10.71111111111111,23.511111111111113,5.044444444444444,8.311111111111112,3.2888888888888888
2020-09-23 17:07:00,-17.822222222222223,1.2444444444444445,-3.5555555555555554,-3.2444444444444445,-3.888888888888889,9.222222222222221,-12.466666666666667,10.688888888888888,23.644444444444446,5.088888888888889,8.28888888888889,3.2666666666666666
2020-09-23 17:08:00,-18.0,1.1333333333333333,-3.6444444444444444,-3.2666666666666666,-4.022222222222222,9.311111111111112,-12.6,10.688888888888888,23.755555555555556,5.111111111111111,8.28888888888889,3.2444444444444445
2020-09-23 17:09:00,-18.155555555555555,1.0222222222222221,-3.7333333333333334,-3.311111111111111,-4.155555555555556,9.4,-12.733333333333333,10.733333333333333,23.844444444444445,5.133333333333334,8.311111111111112,3.2666666666666666
2020-09-23 17:10:00,-18.288888888888888,0.9333333333333333,-3.8666666666666667,-3.3555555555555556,-4.311111111111111,9.488888888888889,-12.844444444444445,10.777777777777779,23.933333333333334,5.177777777777778,8.355555555555556,3.2444444444444445
2020-09-23 17:11:00,-18.466666666666665,0.8666666666666667,-4.022222222222222,-3.4,-4.511111111111111,9.555555555555555,-12.955555555555556,10.822222222222223,24.022222222222222,5.2444444444444445,8.422222222222222,3.2444444444444445
2020-09-23 17:12:00,-18.644444444444446,0.7777777777777778,-4.2,-3.4,-4.711111111111111,9.6,-13.066666666666666,10.866666666666667,24.11111111111111,5.288888888888889,8.466666666666667,3.2444444444444445
2020-09-23 17:13:00,-18.77777777777778,0.7111111111111111,-4.333333333333333,-3.4,-4.955555555555556,9.622222222222222,-13.155555555555555,10.911111111111111,24.155555555555555,5.311111111111111,8.488888888888889,3.2444444444444445
2020-09-23 17:14:00,-18.88888888888889,0.6444444444444445,-4.4222222222222225,-3.4,-5.222222222222222,9.666666666666666,-13.244444444444444,10.977777777777778,24.22222222222222,5.377777777777778,8.511111111111111,3.2888888888888888
2020-09-23 17:15:00,-19.022222222222222,0.6,-4.511111111111111,-3.3777777777777778,-5.511111111111111,9.688888888888888,-13.311111111111112,11.022222222222222,24.244444444444444,5.444444444444445,8.577777777777778,3.3333333333333335
2020-09-23 17:16:00,-19.155555555555555,0.5555555555555556,-4.555555555555555,-3.3555555555555556,-5.8,9.733333333333333,-13.355555555555556,11.11111111111111,24.266666666666666,5.488888888888889,8.666666666666666,3.3555555555555556
2020-09-23 17:17:00,-19.31111111111111,0.5555555555555556,-4.5777777777777775,-3.2888888888888888,-6.088888888888889,9.733333333333333,-13.4,11.177777777777777,24.288888888888888,5.488888888888889,8.777777777777779,3.3333333333333335
2020-09-23 17:18:00,-19.42222222222222,0.5333333333333333,-4.6,-3.2,-6.355555555555555,9.688888888888888,-13.422222222222222,11.266666666666667,24.288888888888888,5.511111111111111,8.844444444444445,3.2888888888888888
2020-09-23 17:19:00,-19.533333333333335,0.4888888888888889,-4.5777777777777775,-3.1333333333333333,-6.622222222222222,9.622222222222222,-13.444444444444445,11.355555555555556,24.266666666666666,5.555555555555555,8.911111111111111,3.2222222222222223
2020-09-23 17:20:00,-19.622222222222224,0.4666666666666667,-4.5777777777777775,-3.0444444444444443,-6.888888888888889,9.533333333333333,-13.422222222222222,11.488888888888889,24.244444444444444,5.5777777777777775,8.977777777777778,3.1333333333333333
2020-09-23 17:21:00,-19.711111111111112,0.4,-4.533333333333333,-3.0,-7.133333333333334,9.488888888888889,-13.377777777777778,11.577777777777778,24.244444444444444,5.644444444444445,9.066666666666666,3.066666666666667
2020-09-23 17:22:00,-19.77777777777778,0.35555555555555557,-4.488888888888889,-2.9555555555555557,-7.333333333333333,9.444444444444445,-13.28888888888889,11.644444444444444,24.244444444444444,5.688888888888889,9.177777777777777,2.977777777777778
2020-09-23 17:23:00,-19.844444444444445,0.35555555555555557,-4.466666666666667,-2.888888888888889,-7.488888888888889,9.422222222222222,-13.222222222222221,11.71111111111111,24.288888888888888,5.688888888888889,9.311111111111112,2.888888888888889
2020-09-23 17:24:00,-19.866666666666667,0.35555555555555557,-4.444444444444445,-2.8444444444444446,-7.666666666666667,9.377777777777778,-13.2,11.755555555555556,24.31111111111111,5.733333333333333,9.422222222222222,2.8
2020-09-23 17:25:00,-19.88888888888889,0.4,-4.4,-2.7777777777777777,-7.888888888888889,9.28888888888889,-13.177777777777777,11.755555555555556,24.288888888888888,5.777777777777778,9.511111111111111,2.7111111111111112
2020-09-23 17:26:00,-19.933333333333334,0.4444444444444444,-4.377777777777778,-2.7333333333333334,-8.088888888888889,9.244444444444444,-13.177777777777777,11.733333333333333,24.288888888888888,5.844444444444444,9.644444444444444,2.577777777777778
2020-09-23 17:27:00,-20.022222222222222,0.5111111111111111,-4.333333333333333,-2.6666666666666665,-8.28888888888889,9.2,-13.155555555555555,11.688888888888888,24.266666666666666,5.911111111111111,9.755555555555556,2.422222222222222
2020-09-23 17:28:00,-20.11111111111111,0.5555555555555556,-4.266666666666667,-2.577777777777778,-8.511111111111111,9.155555555555555,-13.11111111111111,11.666666666666666,24.244444444444444,5.977777777777778,9.88888888888889,2.2666666666666666
2020-09-23 17:29:00,-20.177777777777777,0.6222222222222222,-4.222222222222222,-2.488888888888889,-8.777777777777779,9.11111111111111,-13.044444444444444,11.622222222222222,24.22222222222222,6.044444444444444,10.044444444444444,2.1333333333333333
2020-09-23 17:30:00,-20.244444444444444,0.6888888888888889,-4.177777777777778,-2.4,-9.066666666666666,9.066666666666666,-13.0,11.577777777777778,24.22222222222222,6.133333333333334,10.222222222222221,2.022222222222222
2020-09-23 17:31:00,-20.31111111111111,0.7555555555555555,-4.111111111111111,-2.2888888888888888,-9.377777777777778,9.0,-12.977777777777778,11.533333333333333,24.2,6.2,10.4,1.9555555555555555
2020-09-23 17:32:00,-20.377777777777776,0.7777777777777778,-4.044444444444444,-2.2,-9.733333333333333,8.911111111111111,-12.955555555555556,11.488888888888889,24.177777777777777,6.266666666666667,10.6,1.8666666666666667
2020-09-23 17:33:00,-20.444444444444443,0.8222222222222222,-3.9555555555555557,-2.111111111111111,-10.088888888888889,8.8,-12.911111111111111,11.444444444444445,24.177777777777777,6.355555555555555,10.822222222222223,1.8222222222222222
2020-09-23 17:34:00,-20.555555555555557,0.8444444444444444,-3.8666666666666667,-2.0,-10.422222222222222,8.644444444444444,-12.911111111111111,11.444444444444445,24.177777777777777,6.4222222222222225,11.088888888888889,1.8
2020-09-23 17:35:00,-20.622222222222224,0.8444444444444444,-3.8,-1.8444444444444446,-10.733333333333333,8.511111111111111,-12.911111111111111,11.4,24.177777777777777,6.466666666666667,11.377777777777778,1.7333333333333334
2020-09-23 17:36:00,-20.644444444444446,0.8222222222222222,-3.688888888888889,-1.711111111111111,-11.0,8.4,-12.866666666666667,11.377777777777778,24.133333333333333,6.533333333333333,11.666666666666666,1.6888888888888889
2020-09-23 17:37:00,-20.666666666666668,0.8222222222222222,-3.6,-1.5333333333333334,-11.311111111111112,8.333333333333334,-12.822222222222223,11.355555555555556,24.11111111111111,6.622222222222222,12.0,1.6222222222222222
2020-09-23 17:38:00,-20.68888888888889,0.8,-3.533333333333333,-1.3555555555555556,-11.6,8.28888888888889,-12.755555555555556,11.311111111111112,24.066666666666666,6.711111111111111,12.355555555555556,1.6
2020-09-23 17:39:00,-20.711111111111112,0.8222222222222222,-3.466666666666667,-1.1777777777777778,-11.911111111111111,8.222222222222221,-12.666666666666666,11.28888888888889,24.022222222222222,6.8,12.688888888888888,1.5555555555555556
2020-09-23 17:40:00,-20.755555555555556,0.8666666666666667,-3.4,-0.9555555555555556,-12.244444444444444,8.133333333333333,-12.622222222222222,11.311111111111112,23.955555555555556,6.844444444444444,13.044444444444444,1.5333333333333334
2020-09-23 17:41:00,-20.844444444444445,0.9111111111111111,-3.3333333333333335,-0.6888888888888889,-12.555555555555555,8.0,-12.577777777777778,11.355555555555556,23.933333333333334,6.933333333333334,13.377777777777778,1.488888888888889
2020-09-23 17:42:00,-20.933333333333334,1.0,-3.2444444444444445,-0.4,-12.822222222222223,7.866666666666666,-12.511111111111111,11.4,23.933333333333334,7.066666666666666,13.688888888888888,1.488888888888889
2020-09-23 17:43:00,-21.0,1.1333333333333333,-3.1555555555555554,-0.13333333333333333,-13.044444444444444,7.777777777777778,-12.466666666666667,11.444444444444445,23.91111111111111,7.2444444444444445,14.0,1.4666666666666666
2020-09-23 17:44:00,-21.044444444444444,1.3111111111111111,-3.0444444444444443,0.1111111111111111,-13.266666666666667,7.644444444444445,-12.4,11.511111111111111,23.866666666666667,7.444444444444445,14.311111111111112,1.4666666666666666
2020-09-23 17:45:00,-21.066666666666666,1.4444444444444444,-2.933333333333333,0.37777777777777777,-13.488888888888889,7.533333333333333,-12.333333333333334,11.577777777777778,23.8,7.644444444444445,14.6,1.4666666666666666
2020-09-23 17:46:00,-21.11111111111111,1.5777777777777777,-2.8,0.6666666666666666,-13.71111111111111,7.466666666666667,-12.266666666666667,11.644444444444444,23.711111111111112,7.866666666666666,14.844444444444445,1.511111111111111
2020-09-23 17:47:00,-21.177777777777777,1.7333333333333334,-2.6444444444444444,0.9777777777777777,-13.911111111111111,7.377777777777778,-12.222222222222221,11.688888888888888,23.644444444444446,8.11111111111111,15.133333333333333,1.511111111111111
2020-09-23 17:48:00,-21.22222222222222,1.8888888888888888,-2.466666666666667,1.2444444444444445,-14.155555555555555,7.2444444444444445,-12.177777777777777,11.71111111111111,23.533333333333335,8.355555555555556,15.466666666666667,1.488888888888889
2020-09-23 17:49:00,-21.244444444444444,2.022222222222222,-2.2666666666666666,1.511111111111111,-14.4,7.088888888888889,-12.133333333333333,11.733333333333333,23.444444444444443,8.577777777777778,15.8,1.4666666666666666
2020-09-23 17:50:00,-21.22222222222222,2.1333333333333333,-2.088888888888889,1.7555555555555555,-14.622222222222222,6.911111111111111,-12.088888888888889,11.755555555555556,23.355555555555554,8.755555555555556,16.133333333333333,1.488888888888889
2020-09-23 17:51:00,-21.2,2.2666666666666666,-1.9111111111111112,2.0,-14.8,6.7555555555555555,-12.066666666666666,11.777777777777779,23.22222222222222,8.911111111111111,16.42222222222222,1.488888888888889
2020-09-23 17:52:00,-21.177777777777777,2.3555555555555556,-1.7333333333333334,2.2,-14.977777777777778,6.555555555555555,-12.022222222222222,11.777777777777779,23.044444444444444,9.066666666666666,16.666666666666668,1.488888888888889
2020-09-23 17:53:00,-21.133333333333333,2.488888888888889,-1.6,2.3555555555555556,-15.2,6.355555555555555,-11.955555555555556,11.733333333333333,22.866666666666667,9.222222222222221,16.91111111111111,1.488888888888889
2020-09-23 17:54:00,-21.066666666666666,2.6666666666666665,-1.511111111111111,2.488888888888889,-15.377777777777778,6.177777777777778,-11.88888888888889,11.666666666666666,22.733333333333334,9.377777777777778,17.155555555555555,1.4444444444444444
2020-09-23 17:55:00,-21.0,2.8444444444444446,-1.4,2.6222222222222222,-15.555555555555555,6.022222222222222,-11.8,11.577777777777778,22.6,9.488888888888889,17.377777777777776,1.4222222222222223
2020-09-23 17:56:00,-20.933333333333334,3.0444444444444443,-1.2666666666666666,2.8,-15.733333333333333,5.911111111111111,-11.755555555555556,11.511111111111111,22.466666666666665,9.555555555555555,17.57777777777778,1.3777777777777778
2020-09-23 17:57:00,-20.822222222222223,3.2666666666666666,-1.0888888888888888,2.9555555555555557,-15.88888888888889,5.822222222222222,-11.71111111111111,11.4,22.333333333333332,9.622222222222222,17.755555555555556,1.3555555555555556
2020-09-23 17:58:00,-20.733333333333334,3.488888888888889,-0.9111111111111111,3.111111111111111,-16.044444444444444,5.733333333333333,-11.666666666666666,11.244444444444444,22.22222222222222,9.71111111111111,17.91111111111111,1.288888888888889
2020-09-23 17:59:00,-20.666666666666668,3.7111111111111112,-0.7333333333333333,3.2666666666666666,-16.2,5.622222222222222,-11.666666666666666,11.066666666666666,22.11111111111111,9.777777777777779,18.066666666666666,1.1777777777777778
2020-09-23 18:00:00,-20.622222222222224,3.933333333333333,-0.5555555555555556,3.422222222222222,-16.31111111111111,5.555555555555555,-11.644444444444444,10.866666666666667,22.022222222222222,9.866666666666667,18.22222222222222,1.0888888888888888
2020-09-23 18:01:00,-20.57777777777778,4.155555555555556,-0.4,3.577777777777778,-16.4,5.444444444444445,-11.6,10.666666666666666,21.91111111111111,9.977777777777778,18.333333333333332,1.0
2020-09-23 18:02:00,-20.488888888888887,4.355555555555555,-0.24444444444444444,3.688888888888889,-16.488888888888887,5.355555555555555,-11.533333333333333,10.466666666666667,21.844444444444445,10.11111111111111,18.444444444444443,0.9555555555555556
2020-09-23 18:03:00,-20.4,4.533333333333333,-0.06666666666666667,3.8,-16.555555555555557,5.266666666666667,-11.511111111111111,10.244444444444444,21.8,10.266666666666667,18.6,0.9333333333333333
2020-09-23 18:04:00,-20.31111111111111,4.688888888888889,0.08888888888888889,3.888888888888889,-16.622222222222224,5.222222222222222,-11.444444444444445,10.022222222222222,21.77777777777778,10.444444444444445,18.711111111111112,0.9111111111111111
2020-09-23 18:05:00,-20.244444444444444,4.866666666666666,0.26666666666666666,3.977777777777778,-16.644444444444446,5.2,-11.422222222222222,9.755555555555556,21.755555555555556,10.644444444444444,18.8,0.9111111111111111
2020-09-23 18:06:00,-20.22222222222222,5.044444444444444,0.4222222222222222,4.088888888888889,-16.666666666666668,5.133333333333334,-11.4,9.533333333333333,21.733333333333334,10.8,18.866666666666667,0.8888888888888888
2020-09-23 18:07:00,-20.244444444444444,5.222222222222222,0.5777777777777777,4.222222222222222,-16.711111111111112,5.066666666666666,-11.4,9.28888888888889,21.755555555555556,10.977777777777778,18.955555555555556,0.8888888888888888
2020-09-23 18:08:00,-20.22222222222222,5.355555555555555,0.7777777777777778,4.333333333333333,-16.755555555555556,4.955555555555556,-11.422222222222222,9.066666666666666,21.733333333333334,11.155555555555555,19.022222222222222,0.9333333333333333
